user_id,event_id,interaction
206,413,share
2834,589,comment
4251,260,like
1715,633,share
1533,908,share
3146,184,share
3121,48,like
708,147,comment
179,794,comment
113,876,like
757,806,comment
897,592,comment
2869,748,share
159,409,comment
786,440,share
1804,458,comment
1840,229,share
3169,284,like
2299,573,like
4079,732,comment
1543,345,share
4209,601,like
4355,947,like
2155,908,comment
575,264,share
3039,740,share
1382,378,like
1223,103,comment
2475,954,like
1502,600,like
859,23,comment
3575,293,comment
3730,267,comment
2966,529,share
3192,476,comment
1597,952,comment
1562,949,like
2523,451,comment
2600,898,comment
2392,285,like
2676,313,share
2184,162,comment
277,590,like
3883,122,share
3605,481,share
2079,112,comment
4343,239,share
4507,210,comment
4078,349,share
4169,511,share
1121,2,share
4769,892,comment
2524,715,share
3371,799,like
4383,629,like
1909,881,share
3521,461,comment
4308,812,like
4497,895,share
4751,858,like
3106,952,like
498,482,like
3588,950,like
4194,949,like
2414,626,share
3801,586,like
463,972,share
2761,241,like
3458,982,comment
273,814,share
1151,54,comment
3390,671,comment
19,467,like
1617,109,like
3179,280,like
4082,665,like
412,675,like
742,57,comment
2672,840,comment
2780,837,like
2625,214,like
515,508,share
207,28,share
948,204,comment
2442,545,comment
1829,309,comment
3599,634,like
2168,528,comment
1657,666,comment
602,908,comment
712,343,share
1204,218,comment
1392,617,comment
2697,589,share
3273,87,comment
4926,31,like
3132,100,share
3731,667,comment
2667,804,share
550,315,comment
4742,495,comment
3983,618,share
1245,471,like
3887,742,share
4013,515,like
2550,734,like
3205,633,share
846,672,comment
4546,783,like
44,998,share
659,331,comment
4824,194,comment
3931,730,comment
2868,191,share
3648,252,share
2783,738,comment
1692,1,comment
2226,459,comment
3067,645,comment
1948,90,share
1366,518,comment
3131,483,like
4534,756,like
4522,645,share
968,116,like
1405,73,like
486,156,like
1756,723,share
3631,69,like
2969,471,comment
1580,492,like
2796,300,like
51,144,like
1660,711,comment
4301,206,share
2788,918,share
4629,713,like
2156,751,comment
4347,407,like
4231,939,share
3162,580,share
1615,683,comment
2737,922,comment
407,297,share
3380,582,share
4198,799,share
1385,529,like
3696,137,share
4500,219,share
4910,823,comment
2903,518,share
1630,710,share
3263,448,comment
1027,132,share
2990,363,comment
2225,963,comment
2921,344,comment
4316,696,comment
4269,18,comment
2784,416,comment
1414,725,comment
4598,560,share
3649,541,like
2809,928,share
3332,153,comment
2179,332,comment
798,750,share
2847,319,like
930,777,share
4819,199,share
3092,526,share
2263,788,like
1334,980,comment
1275,10,like
4584,139,share
3481,167,share
3343,147,like
1218,403,like
1465,757,comment
4409,939,comment
4175,445,like
4771,70,comment
14,328,share
2294,833,like
2046,919,comment
1038,616,share
4129,229,like
1460,828,comment
257,650,share
4130,319,like
4074,898,comment
1284,36,share
3488,630,share
2185,255,share
359,313,share
3792,962,like
4850,335,share
3188,20,like
4500,298,like
1226,21,comment
2298,478,like
278,768,share
4208,760,like
1987,472,like
3545,962,comment
2794,678,like
392,470,comment
969,349,like
2191,767,comment
2229,590,like
2627,965,share
2846,792,like
4365,794,comment
3308,386,comment
2601,942,share
2681,877,share
4371,546,comment
4839,446,share
86,983,like
3135,937,like
4500,99,share
2240,655,like
3365,55,like
2046,3,share
1055,332,comment
3402,934,like
3730,435,share
2670,913,comment
276,486,like
4747,219,like
4091,211,share
1106,817,like
4682,496,comment
2933,661,share
129,232,share
4352,600,share
4327,920,share
3569,723,comment
2403,735,comment
1648,808,comment
3557,148,comment
3892,207,comment
2194,360,comment
2048,419,share
3105,944,share
4356,739,share
2135,417,comment
843,872,share
1972,696,comment
4361,553,share
3904,182,comment
3614,556,comment
392,210,comment
2280,849,like
901,968,like
4684,250,comment
2495,512,share
1153,596,comment
1295,139,comment
466,990,like
2176,987,comment
3246,231,like
488,910,share
2939,938,share
2627,975,share
950,12,comment
4502,980,like
1050,273,comment
4076,488,share
4460,90,comment
1391,974,like
1084,25,like
4647,538,share
1659,943,share
4388,665,share
1818,985,comment
191,572,like
461,60,comment
2522,795,share
3477,171,like
2706,588,share
4367,788,like
1158,447,like
4267,720,share
28,921,like
4232,667,like
2973,692,share
3025,594,like
4984,10,share
1265,243,comment
856,178,comment
4026,798,share
1252,257,like
4605,310,comment
3871,516,share
1327,215,share
1026,903,like
362,30,like
1219,346,like
606,65,share
1671,636,comment
4812,797,share
2298,153,like
2195,40,like
4444,26,share
1278,273,like
399,159,like
2173,701,share
2811,776,comment
2653,581,like
2940,1,comment
822,79,comment
4998,228,comment
945,327,comment
3479,558,like
2780,620,like
4430,501,share
4451,475,like
1197,355,share
1213,124,comment
824,987,share
1897,660,share
4264,978,like
2416,424,share
536,252,comment
3011,514,like
2628,734,like
3778,701,like
950,507,comment
3509,486,share
4303,478,like
544,583,share
3901,871,comment
3754,333,comment
4225,609,comment
2083,232,like
2867,542,like
2247,30,share
1837,727,share
77,173,like
369,792,comment
4622,468,comment
349,476,like
4602,952,share
4739,723,comment
4334,317,like
1456,397,share
2186,125,share
3812,80,comment
3273,696,comment
3683,527,comment
1847,523,comment
1855,396,share
2986,854,like
4451,89,share
2626,3,comment
2895,536,like
559,601,share
2897,521,like
1918,988,share
1255,558,like
1682,606,share
1815,71,share
663,700,comment
4117,139,share
3326,10,comment
1242,515,share
3144,531,like
3038,130,like
162,401,comment
4226,221,share
1951,642,comment
4321,437,like
1782,400,share
4676,113,comment
1478,650,like
3031,452,like
3987,555,share
107,218,share
2669,58,share
4936,113,comment
1165,700,comment
1158,122,share
2247,408,share
667,460,share
2127,85,like
2942,618,share
512,400,comment
250,356,like
889,99,share
1024,521,comment
4695,518,like
4849,108,like
600,961,comment
3023,974,comment
2531,152,like
2884,906,comment
2065,850,like
1759,749,like
3570,969,like
1243,27,like
4330,119,share
2296,723,comment
1926,100,share
2063,3,share
3396,806,share
441,969,share
2744,842,like
7,329,like
1587,529,like
826,106,like
3825,230,share
1269,304,like
3437,177,share
3439,939,like
1311,84,comment
4034,263,comment
1628,196,comment
1037,249,comment
478,382,like
2679,458,comment
715,661,comment
1677,718,share
2163,409,comment
509,81,like
382,701,share
1181,412,like
1846,206,share
4371,820,like
1719,781,comment
1101,802,share
1861,895,comment
2092,873,like
718,963,like
318,388,share
4630,812,like
1777,894,like
2285,767,share
1245,399,comment
1334,980,share
3670,8,like
1201,626,like
1795,517,share
2702,450,share
1455,476,comment
1934,342,like
747,73,like
841,860,comment
2496,121,share
1089,302,share
793,961,comment
1268,884,share
1551,996,comment
2691,881,share
293,234,share
4023,66,share
1405,230,comment
1649,922,comment
2817,543,comment
3911,819,like
2919,809,like
1398,51,comment
1694,659,like
1038,607,like
3853,329,share
1563,387,share
1113,38,share
1292,710,like
1162,753,like
1030,173,comment
4338,493,like
4258,768,like
2740,455,comment
979,41,comment
518,921,comment
4994,985,share
783,946,comment
2832,129,share
4181,54,like
138,86,like
754,724,share
2954,269,share
4809,296,share
2456,21,like
2835,215,like
580,425,comment
3256,189,comment
3267,161,like
4650,713,comment
396,541,comment
1938,381,share
4906,244,like
2590,183,share
3035,544,like
170,779,like
2338,948,share
3240,548,like
3416,93,share
3569,368,share
3217,159,like
3485,398,like
4836,959,share
1842,180,comment
3761,438,comment
4553,373,like
3027,306,like
3966,985,comment
1602,379,like
1147,950,like
4327,218,comment
2685,982,like
112,329,comment
593,865,comment
2440,343,comment
1239,739,like
2795,724,share
2415,865,share
2130,163,share
2854,878,like
2870,158,like
3599,110,like
3804,567,like
1527,350,share
1970,726,comment
952,365,like
1503,897,like
4468,15,like
3337,153,comment
110,532,share
3987,967,like
2355,400,share
226,52,like
3012,855,share
4127,469,like
614,321,share
99,879,like
811,596,like
3338,367,share
2700,979,share
4910,838,comment
1020,486,comment
3026,736,comment
3529,641,comment
3887,862,share
2980,894,comment
3341,16,like
797,411,share
1958,274,like
3067,589,comment
3021,812,comment
2681,306,comment
4442,92,share
4820,458,like
2949,270,like
3732,52,share
1102,861,comment
1038,121,comment
4232,971,share
792,50,like
4175,891,like
1779,475,like
4801,492,like
982,785,comment
1266,380,comment
744,632,share
2432,387,share
375,958,share
1754,607,comment
3898,661,comment
2537,289,comment
1992,769,share
2929,454,comment
3447,371,like
592,184,comment
4629,772,like
2570,662,like
2873,205,like
1177,954,comment
1336,172,share
4694,825,like
113,222,like
3773,168,comment
1846,244,comment
1988,218,like
4830,56,share
1986,575,comment
3293,615,like
3243,885,share
253,167,comment
124,519,share
1237,142,like
624,125,share
3157,90,like
3137,914,comment
3390,311,like
3418,371,like
1656,952,comment
1267,216,like
2946,441,share
1161,635,comment
2295,884,share
441,186,comment
2093,883,like
2706,153,share
3760,761,comment
554,626,share
4905,96,comment
1113,710,comment
2778,336,share
1834,515,share
1315,149,share
3494,928,share
3139,898,comment
3113,623,share
99,532,share
3926,715,share
1480,883,share
4397,402,share
1223,694,share
4584,331,like
1005,227,like
477,804,comment
1136,358,share
2857,588,share
1706,829,comment
518,316,share
1221,735,share
2507,885,share
4326,36,like
1192,509,share
3881,478,like
3244,428,share
1978,836,share
2243,450,comment
3091,812,comment
1888,845,share
4560,90,share
974,541,share
66,176,like
2907,420,share
571,732,comment
3893,648,like
308,901,share
3409,864,like
3743,990,like
783,974,like
4217,687,like
766,638,share
3476,171,comment
773,394,like
3858,266,comment
3186,504,like
540,134,comment
2050,784,like
3284,956,like
4676,26,share
1664,277,share
1048,100,like
3837,442,comment
3440,425,share
506,874,share
3248,30,share
3501,645,share
1911,906,like
733,496,comment
3514,863,share
1572,651,share
4610,998,comment
2943,191,share
4457,903,comment
2322,187,like
3336,140,share
4623,320,comment
4375,891,share
2754,749,like
1373,369,comment
1445,297,comment
3377,956,comment
290,200,share
2066,796,comment
64,379,comment
3946,80,comment
330,447,like
4859,501,comment
1964,259,comment
3089,613,comment
2491,544,like
141,789,comment
4540,121,share
2474,55,comment
3904,493,share
450,18,like
1826,309,like
4447,880,comment
4695,633,comment
4807,110,like
870,331,like
3565,573,like
3660,946,share
3603,264,share
393,268,comment
842,435,share
2449,450,like
2792,297,comment
2954,918,share
1359,639,comment
991,137,share
1039,590,comment
28,719,like
388,907,like
833,397,like
250,184,share
2028,412,comment
1529,601,comment
4194,320,comment
1839,741,share
1361,576,like
3110,326,like
1324,567,comment
2227,805,comment
3681,417,share
892,793,comment
1306,882,comment
4549,791,share
4193,700,comment
262,952,like
2341,703,share
1794,904,like
2297,785,comment
2293,607,comment
2171,90,share
325,759,share
986,441,share
4783,75,share
3853,574,comment
1740,734,comment
1861,267,like
3138,963,like
3899,936,share
836,936,comment
4155,633,share
2779,312,share
1397,821,share
1677,853,share
4332,483,share
4314,28,comment
1838,342,like
3722,426,share
3673,883,comment
3023,814,share
4685,786,comment
1672,535,like
917,410,like
918,611,comment
1134,285,share
1837,820,like
2139,622,share
4008,715,share
1906,106,comment
3990,504,share
3486,46,comment
4798,769,comment
2121,447,comment
2733,144,like
2770,537,share
1322,62,comment
3717,742,comment
3355,82,share
1529,336,like
4744,211,comment
760,400,comment
3413,709,comment
1358,347,comment
2191,198,share
3482,377,comment
949,162,like
2080,208,share
1767,821,like
28,919,share
2471,427,share
2539,44,share
160,800,like
2893,491,like
4114,279,comment
3723,916,like
3732,787,comment
2472,733,share
5000,968,comment
4851,797,like
1571,146,share
837,69,share
4990,652,comment
3939,522,comment
2287,111,like
3406,549,share
2671,593,comment
4113,608,share
4748,55,like
4356,644,share
1628,223,comment
1867,896,like
205,575,like
3580,986,share
3175,524,comment
792,146,share
4093,264,share
3748,544,share
1106,468,comment
1091,561,share
1608,872,share
1840,959,like
3398,973,like
67,187,like
4780,343,comment
1279,963,share
4159,99,share
814,679,like
403,306,share
2003,725,comment
4167,199,share
2926,758,like
2994,154,comment
1087,919,share
4341,96,share
2567,575,share
4489,706,comment
772,935,share
3673,834,like
3249,359,like
1670,814,like
1557,399,like
2959,784,comment
1152,376,like
1218,602,like
2232,328,like
4343,272,comment
3945,597,comment
2043,295,share
706,395,like
2670,472,share
2114,548,comment
2978,18,share
4350,919,comment
4379,77,share
423,49,like
2022,498,comment
3794,426,comment
4132,871,comment
531,748,like
91,556,like
3373,621,comment
1943,129,comment
3806,519,like
1241,304,like
1759,112,like
98,725,like
1480,912,like
4627,816,like
1833,974,share
2586,939,like
3648,819,like
80,363,comment
4710,66,comment
2224,31,share
2570,295,like
1773,777,comment
4519,809,comment
1124,319,share
3812,14,like
3475,570,comment
2624,970,like
1404,856,share
2579,242,share
332,353,like
4749,248,share
3609,610,comment
740,468,share
4607,960,share
42,924,like
4981,388,comment
3879,674,like
1950,900,like
3461,759,like
2129,838,share
4498,442,share
2155,342,like
1238,516,share
1767,818,share
1842,773,like
506,843,comment
1842,45,comment
4816,419,share
1395,723,comment
257,756,comment
1721,203,share
1072,715,comment
1623,885,share
4993,539,like
2067,386,comment
1070,950,like
451,630,like
898,968,share
4837,738,comment
3729,360,comment
82,468,comment
737,983,comment
4175,975,share
3945,944,like
2208,205,comment
3949,247,comment
2003,991,share
1692,49,comment
1180,366,comment
2936,253,like
2516,78,comment
4949,769,comment
462,632,like
2902,987,comment
117,417,like
1655,35,share
4562,438,like
1799,312,like
660,143,comment
3238,197,comment
2123,997,comment
3820,260,comment
3344,366,like
2551,596,share
4891,192,comment
1587,487,like
4683,534,share
2748,24,share
635,943,share
2883,75,like
2812,878,comment
4454,646,like
4016,923,comment
2740,394,share
1885,679,share
1519,458,like
622,110,share
4578,90,like
1538,37,comment
2338,822,share
1995,993,comment
2071,563,share
4902,572,comment
4931,584,share
2366,640,comment
2846,307,share
3039,62,like
855,305,comment
2729,179,comment
916,540,like
4939,752,like
132,932,like
1117,744,share
3594,665,like
861,932,share
294,845,share
2689,444,like
1000,519,like
2297,577,share
3686,969,comment
287,635,comment
450,988,like
2339,36,comment
3241,750,share
2704,478,comment
3117,73,share
4572,30,like
253,739,like
1420,303,comment
2337,347,like
1236,797,like
1000,511,share
3761,517,share
4117,65,share
4412,747,share
2612,627,like
1447,453,share
2171,831,share
2922,758,share
3684,861,comment
2262,952,share
1946,529,like
4935,895,like
1854,819,share
600,369,comment
4888,37,comment
4136,856,comment
3404,884,comment
2991,381,share
4744,219,share
4278,649,like
4361,246,like
2819,550,comment
863,251,comment
4528,565,like
4056,909,like
1220,346,comment
3796,821,like
4605,715,comment
4543,887,share
528,472,comment
2923,887,share
3205,993,share
1163,561,share
4765,122,like
3565,326,like
847,931,comment
2118,528,share
3087,781,comment
1771,748,share
3284,121,share
1826,139,comment
3324,87,comment
446,130,comment
1026,252,comment
1772,862,like
1360,787,share
19,360,share
561,813,like
472,430,share
28,47,like
560,945,share
2656,591,like
3237,501,like
4554,810,share
945,929,share
3949,876,share
3657,425,comment
4964,375,share
3064,965,share
1980,854,share
2717,731,comment
4922,111,share
816,227,like
2327,787,like
2331,768,comment
1003,39,comment
1543,135,comment
4205,295,comment
1230,610,comment
3306,34,share
2530,987,like
1431,428,like
3913,965,share
1533,68,comment
1893,703,share
3125,199,comment
1422,560,like
391,259,like
2819,725,comment
1870,674,share
2961,625,comment
1196,137,comment
2606,829,like
858,916,comment
3228,936,share
1517,381,comment
1154,524,like
843,871,share
1683,238,share
295,284,like
645,688,like
3634,737,comment
2136,458,like
111,587,like
584,135,like
3226,82,like
1487,595,share
4865,654,share
1649,209,share
2382,727,like
106,403,comment
3554,822,comment
1695,767,comment
1734,188,comment
382,493,share
2737,759,comment
4357,255,share
1317,323,comment
2703,674,comment
4916,857,share
4075,425,share
4805,415,comment
907,167,like
663,590,comment
463,485,comment
2903,436,comment
4681,687,share
943,532,comment
158,608,like
3310,481,comment
1327,180,like
2718,607,like
2669,71,like
2569,702,comment
3393,901,share
2107,441,share
4800,644,comment
648,139,comment
3323,787,like
2939,102,comment
2484,468,share
4242,283,comment
2907,29,comment
3026,18,comment
1376,933,like
1824,957,comment
245,756,comment
2349,687,comment
868,508,share
2862,601,like
480,20,like
2463,326,share
1936,356,like
3374,433,share
3022,399,like
3193,18,like
88,550,like
1241,376,comment
573,601,like
814,340,comment
179,150,comment
1726,716,comment
163,233,share
2641,104,like
1006,956,like
2349,623,like
2422,737,comment
2756,221,like
4299,962,comment
4143,26,comment
4559,64,comment
3742,254,comment
4504,249,like
1218,736,comment
2475,826,share
930,131,share
317,30,share
1503,787,comment
421,10,like
4359,89,like
1450,430,comment
428,147,comment
397,127,comment
796,698,share
107,124,comment
4050,619,comment
98,341,like
1904,518,like
3571,51,share
3302,398,share
43,314,share
1578,648,share
4191,514,comment
4284,502,comment
385,530,share
4915,761,share
3472,982,like
3578,697,like
3239,734,like
1697,740,share
2135,860,like
3893,419,share
2537,194,comment
4322,312,share
2393,996,comment
4614,722,comment
3816,299,share
296,329,like
414,476,share
1996,584,like
4,117,comment
178,264,comment
746,517,comment
4355,781,comment
652,519,share
3890,21,comment
3272,477,like
2483,549,like
290,173,comment
803,948,share
2531,944,comment
234,62,comment
408,206,like
694,613,share
1170,631,share
4658,179,like
2478,644,like
432,888,like
2545,342,share
983,440,like
3161,75,like
3045,290,like
4993,557,comment
3925,144,share
3313,649,share
4874,208,comment
4319,743,share
1689,272,like
468,607,comment
2617,415,like
1346,397,like
2423,384,like
4508,261,like
4722,891,share
1012,639,comment
1678,943,comment
3698,167,like
4898,18,comment
4067,660,comment
1893,247,like
2870,642,like
4351,296,share
1487,414,share
3340,778,like
1417,320,share
4858,554,share
2847,715,comment
1358,693,like
4061,861,comment
4661,181,comment
1392,296,like
1579,656,comment
3750,944,share
3626,893,share
2504,61,share
3138,988,share
2910,209,share
2665,166,comment
400,882,like
4383,300,comment
3958,655,comment
2234,351,share
1540,61,share
237,263,comment
4911,124,comment
928,238,like
4510,542,like
420,932,like
4125,767,like
2396,881,like
661,90,share
2624,139,like
3951,891,comment
450,966,share
380,362,comment
1251,413,share
2460,860,share
2999,719,like
4452,93,comment
2302,134,like
727,880,comment
1468,204,comment
2729,819,like
3153,848,like
3521,622,share
4906,38,share
3355,457,share
416,534,comment
600,737,like
3075,858,share
4175,438,like
1568,680,share
1095,647,share
2944,622,like
4154,224,share
1448,168,like
1493,107,share
2672,380,like
1459,24,share
1209,511,share
4935,809,comment
2213,307,like
1355,935,share
213,358,comment
3895,370,like
4603,997,share
2964,723,share
2849,171,share
3043,581,like
3035,222,comment
1733,443,share
3082,153,comment
1271,862,like
4869,376,like
1530,281,share
1082,713,share
3532,219,share
1152,920,comment
1723,958,comment
717,616,share
4200,811,like
2191,827,like
205,822,share
3830,486,comment
3110,510,like
4095,335,comment
1333,742,share
2049,410,comment
1850,54,comment
4843,701,comment
1238,734,like
2019,75,comment
518,349,comment
1439,975,comment
4087,684,share
2053,393,comment
4369,554,comment
4518,157,like
2313,847,share
2260,81,comment
3150,208,like
782,826,like
2714,86,comment
